id,gebjahr,berufstaetig,arbeitsstd,arztbes,rauch,gro,gew,schulabschluss,schulabschluss_v,schulabschluss_m,hoe_abschluss,hoe_abschluss_v,hoe_abschluss_m,netto,zufr,alter,frau
3447,1967,HAUPTBERUFL.GANZTAGS,60,1,nein,183,75,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,,8,47,männlich
1878,1961,NICHT ERWERBSTAETIG,,20,ja,165,80,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,KEIN ABSCHLUSS,KEIN ABSCHLUSS,,8,53,weiblich
174,1993,NICHT ERWERBSTAETIG,,0,nein,180,82,MITTLERE REIFE,MITTLERE REIFE,MITTLERE REIFE,KEIN ABSCHLUSS,FACHHOCHSCHULABSCHL.,KAUFMAENNISCHE LEHRE,,9,21,männlich
170,1982,HAUPTBERUFL.GANZTAGS,60,0,ja,169,70,FACHHOCHSCHULREIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1700,9,32,männlich
2891,1982,HAUPTBERUFL.GANZTAGS,44,0,ja,174,82,"VOLKS-,HAUPTSCHULE",HOCHSCHULREIFE,OHNE ABSCHLUSS,LEHRE,ANDERER ABSCHLUSS,,2000,8,32,männlich
2082,1995,HAUPTBERUFL.GANZTAGS,65,5,nein,168,70,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",490,8,19,männlich
391,1986,NICHT ERWERBSTAETIG,,1,nein,180,89,MITTLERE REIFE,,HOCHSCHULREIFE,"MEISTER, TECHNIKER","MEISTER, TECHNIKER",HOCHSCHULABSCHLUSS,,10,28,weiblich
857,1939,NICHT ERWERBSTAETIG,,1,nein,165,65,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",FACHHOCHSCHULABSCHL.,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,,5,75,weiblich
3055,1957,NICHT ERWERBSTAETIG,,3,nein,169,71,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,600,6,57,weiblich
598,1956,HAUPTBERUFL.HALBTAGS,40,0,nein,156,98,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KAUFMAENNISCHE LEHRE,KEIN ABSCHLUSS,,8,58,weiblich
3017,1971,HAUPTBERUFL.GANZTAGS,60,2,nein,170,78,HOCHSCHULREIFE,HOCHSCHULREIFE,MITTLERE REIFE,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,KAUFMAENNISCHE LEHRE,3800,9,43,männlich
2548,1935,NICHT ERWERBSTAETIG,,1,nein,172,78,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",MITTLERE REIFE,LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1500,9,79,weiblich
720,1967,HAUPTBERUFL.GANZTAGS,48,4,nein,160,56,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,2500,8,47,weiblich
2324,1979,HAUPTBERUFL.HALBTAGS,30,1,nein,162,52,FACHHOCHSCHULREIFE,,MITTLERE REIFE,LEHRE,KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",,8,35,weiblich
2010,1962,HAUPTBERUFL.GANZTAGS,38.5,0,ja,170,99,HOCHSCHULREIFE,HOCHSCHULREIFE,,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,,1500,9,52,männlich
325,1990,NEBENHER BERUFSTAE.,,0,nein,168,78,HOCHSCHULREIFE,OHNE ABSCHLUSS,OHNE ABSCHLUSS,HOCHSCHULABSCHLUSS,KEIN ABSCHLUSS,KEIN ABSCHLUSS,,8,24,weiblich
2706,1947,NICHT ERWERBSTAETIG,,1,nein,174,80,"VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,ANDERER ABSCHLUSS,LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,,5,67,männlich
2409,1968,HAUPTBERUFL.GANZTAGS,50,0,nein,162,62,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,,8,46,weiblich
814,1965,HAUPTBERUFL.HALBTAGS,20,3,ja,163,56,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,ANDERER ABSCHLUSS,,1200,9,49,weiblich
1160,1960,HAUPTBERUFL.GANZTAGS,39,0,nein,187,78,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",,2300,7,54,männlich
466,1978,NEBENHER BERUFSTAE.,,1,nein,180,70,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",,LEHRE,"GEWERBL.,LANDW.LEHRE",,240,8,36,männlich
53,1952,NICHT ERWERBSTAETIG,,1,nein,170,83,"VOLKS-,HAUPTSCHULE",,,KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",850,6,62,weiblich
901,1975,NICHT ERWERBSTAETIG,,3,nein,168,72,OHNE ABSCHLUSS,FACHHOCHSCHULREIFE,MITTLERE REIFE,ANDERER ABSCHLUSS,"MEISTER, TECHNIKER","MEISTER, TECHNIKER",,7,39,männlich
1107,1981,HAUPTBERUFL.HALBTAGS,28,1,nein,172,59,HOCHSCHULREIFE,,,HOCHSCHULABSCHLUSS,,,,7,33,weiblich
979,1945,NICHT ERWERBSTAETIG,,1,ja,172,95,MITTLERE REIFE,,"VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER",,KEIN ABSCHLUSS,,7,69,männlich
1452,1958,HAUPTBERUFL.GANZTAGS,30,0,nein,180,87,MITTLERE REIFE,,"VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,,"GEWERBL.,LANDW.LEHRE",950,10,56,männlich
3116,1970,HAUPTBERUFL.GANZTAGS,43,2,nein,184,90,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1600,5,44,männlich
2669,1958,NICHT ERWERBSTAETIG,,1,nein,178,72,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KEIN ABSCHLUSS,KEIN ABSCHLUSS,680,10,56,männlich
2000,1943,NICHT ERWERBSTAETIG,,1,nein,160,55,HOCHSCHULREIFE,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,,7,71,weiblich
2229,1966,HAUPTBERUFL.GANZTAGS,45,1,nein,180,78,HOCHSCHULREIFE,,,HOCHSCHULABSCHLUSS,,,,9,48,männlich
377,1964,HAUPTBERUFL.GANZTAGS,50,1,nein,175,75,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",,9,50,männlich
3204,1977,HAUPTBERUFL.GANZTAGS,60,0,nein,170,78,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,FACHHOCHSCHULABSCHL.,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,540,9,37,männlich
557,1975,HAUPTBERUFL.GANZTAGS,40,2,ja,173,83,OHNE ABSCHLUSS,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1500,9,39,weiblich
212,1954,NICHT ERWERBSTAETIG,,1,nein,174,82,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1300,8,60,männlich
2212,1941,NICHT ERWERBSTAETIG,,3,ja,154,68,FACHHOCHSCHULREIFE,MITTLERE REIFE,MITTLERE REIFE,"MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1100,8,73,weiblich
1997,1966,HAUPTBERUFL.GANZTAGS,65,1,ja,170,74,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",HOCHSCHULREIFE,"MEISTER, TECHNIKER","MEISTER, TECHNIKER",HOCHSCHULABSCHLUSS,1500,7,48,männlich
1832,1987,HAUPTBERUFL.GANZTAGS,42,3,ja,198,110,MITTLERE REIFE,HOCHSCHULREIFE,MITTLERE REIFE,LEHRE,HOCHSCHULABSCHLUSS,FACHHOCHSCHULABSCHL.,3400,6,27,männlich
2832,1940,NICHT ERWERBSTAETIG,,0,nein,166,68,MITTLERE REIFE,MITTLERE REIFE,MITTLERE REIFE,LEHRE,"MEISTER, TECHNIKER",KEIN ABSCHLUSS,530,7,74,weiblich
982,1956,NICHT ERWERBSTAETIG,,0,ja,184,75,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,400,0,58,männlich
3068,1950,NICHT ERWERBSTAETIG,,1,nein,185,80,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1700,5,64,männlich
2390,1965,HAUPTBERUFL.GANZTAGS,40,1,nein,184,80,HOCHSCHULREIFE,MITTLERE REIFE,MITTLERE REIFE,HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,2200,9,49,männlich
1374,1967,HAUPTBERUFL.GANZTAGS,38,15,nein,182,105,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",MITTLERE REIFE,KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,850,4,47,weiblich
2898,1980,HAUPTBERUFL.GANZTAGS,42,1,nein,165,68,HOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULREIFE,LEHRE,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,,9,34,weiblich
1157,1936,NICHT ERWERBSTAETIG,,5,nein,180,94,"VOLKS-,HAUPTSCHULE",,,LEHRE,"MEISTER, TECHNIKER",KEIN ABSCHLUSS,,0,78,männlich
1,1982,NEBENHER BERUFSTAE.,,7,nein,167,70,MITTLERE REIFE,,MITTLERE REIFE,KEIN ABSCHLUSS,,KAUFMAENNISCHE LEHRE,820,4,32,weiblich
1597,1984,NEBENHER BERUFSTAE.,,1,nein,180,91,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,,KEIN ABSCHLUSS,450,7,30,männlich
1307,1982,HAUPTBERUFL.GANZTAGS,54,2,nein,179,70,HOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,5000,7,32,männlich
1267,1936,NICHT ERWERBSTAETIG,,1,nein,157,50,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",800,7,78,weiblich
2470,1958,NICHT ERWERBSTAETIG,,1,nein,173,80,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",FACHHOCHSCHULABSCHL.,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1213,9,56,männlich
2125,1976,HAUPTBERUFL.HALBTAGS,10,0,nein,172,65,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,800,10,38,weiblich
909,1954,NICHT ERWERBSTAETIG,,12,nein,182,88,HOCHSCHULREIFE,HOCHSCHULREIFE,MITTLERE REIFE,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,,2400,9,60,männlich
1224,1939,NICHT ERWERBSTAETIG,,2,nein,178,89,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,470,7,75,männlich
454,1968,HAUPTBERUFL.GANZTAGS,40,2,nein,177,113,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",FACHHOCHSCHULABSCHL.,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,,6,46,männlich
2652,1961,HAUPTBERUFL.GANZTAGS,45,10,nein,164,70,FACHHOCHSCHULREIFE,,,"MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,900,4,53,weiblich
3300,1962,HAUPTBERUFL.GANZTAGS,43,2,ja,174,61,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",900,9,52,weiblich
1786,1970,HAUPTBERUFL.GANZTAGS,48,0,nein,175,61,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",OHNE ABSCHLUSS,HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,,7,44,weiblich
1849,1990,HAUPTBERUFL.GANZTAGS,40,1,nein,170,76,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",2000,9,24,männlich
351,1941,NICHT ERWERBSTAETIG,,2,nein,162,83,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,,9,73,männlich
2982,1981,HAUPTBERUFL.GANZTAGS,46,1,nein,198,80,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,ANDERER ABSCHLUSS,KAUFMAENNISCHE LEHRE,4000,10,33,männlich
1463,1939,HAUPTBERUFL.HALBTAGS,30,0,nein,181,74,HOCHSCHULREIFE,,"VOLKS-,HAUPTSCHULE",LEHRE,"MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,,9,75,männlich
1921,1980,HAUPTBERUFL.HALBTAGS,15,2,ja,168,59,MITTLERE REIFE,MITTLERE REIFE,MITTLERE REIFE,LEHRE,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,950,8,34,weiblich
3252,1988,NICHT ERWERBSTAETIG,,1,nein,161,55,HOCHSCHULREIFE,MITTLERE REIFE,,HOCHSCHULABSCHLUSS,KAUFMAENNISCHE LEHRE,KEIN ABSCHLUSS,820,8,26,weiblich
3024,1963,HAUPTBERUFL.GANZTAGS,58,2,nein,180,80,HOCHSCHULREIFE,HOCHSCHULREIFE,MITTLERE REIFE,LEHRE,HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE",1650,7,51,männlich
2397,1928,NICHT ERWERBSTAETIG,,2,nein,172,80,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",KEIN ABSCHLUSS,KEIN ABSCHLUSS,KEIN ABSCHLUSS,,7,86,männlich
2512,1995,HAUPTBERUFL.GANZTAGS,40,12,nein,185,80,HOCHSCHULREIFE,MITTLERE REIFE,MITTLERE REIFE,HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1300,,19,männlich
1417,1985,HAUPTBERUFL.GANZTAGS,45,1,nein,195,93,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",1600,10,29,männlich
1456,1953,HAUPTBERUFL.GANZTAGS,38,2,ja,180,65,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",1500,6,61,männlich
3247,1991,HAUPTBERUFL.GANZTAGS,45,1,nein,163,56,MITTLERE REIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",LEHRE,"MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,1054,7,23,weiblich
994,1961,HAUPTBERUFL.GANZTAGS,35,2,nein,172,55,HOCHSCHULREIFE,HOCHSCHULREIFE,MITTLERE REIFE,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,,900,8,53,weiblich
3148,1984,HAUPTBERUFL.GANZTAGS,40,4,nein,173,78,HOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,FACHHOCHSCHULABSCHL.,1400,9,30,weiblich
882,1957,HAUPTBERUFL.GANZTAGS,38,3,nein,171,69,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KEIN ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",2000,8,57,weiblich
411,1969,HAUPTBERUFL.GANZTAGS,38.5,2,nein,164,55,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",425,7,45,weiblich
2545,1988,NICHT ERWERBSTAETIG,,4,nein,173,59,HOCHSCHULREIFE,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",840,9,26,männlich
1519,1952,NICHT ERWERBSTAETIG,,0,nein,180,75,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,,9,62,männlich
1041,1963,NICHT ERWERBSTAETIG,,6,ja,164,58,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER",,,,0,51,weiblich
3136,1956,NICHT ERWERBSTAETIG,,0,nein,161,65,MITTLERE REIFE,,,LEHRE,KEIN ABSCHLUSS,,450,7,58,weiblich
1695,1956,HAUPTBERUFL.GANZTAGS,40,0,ja,172,95,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,,7,58,männlich
3166,1962,HAUPTBERUFL.GANZTAGS,50,5,nein,173,68,"VOLKS-,HAUPTSCHULE",,"VOLKS-,HAUPTSCHULE",LEHRE,,KAUFMAENNISCHE LEHRE,1470,8,52,männlich
737,1963,HAUPTBERUFL.GANZTAGS,40,0,ja,178,80,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1800,7,51,männlich
1961,1945,NICHT ERWERBSTAETIG,,0,nein,168,73,HOCHSCHULREIFE,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,FACHHOCHSCHULABSCHL.,KAUFMAENNISCHE LEHRE,,9,69,weiblich
1351,1987,HAUPTBERUFL.HALBTAGS,24,5,nein,159,65,HOCHSCHULREIFE,MITTLERE REIFE,MITTLERE REIFE,LEHRE,"MEISTER, TECHNIKER",ANDERER ABSCHLUSS,1036,7,27,weiblich
452,1940,NICHT ERWERBSTAETIG,,1,nein,163,66,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,950,9,74,weiblich
1806,1986,HAUPTBERUFL.HALBTAGS,20,0,nein,158,49,MITTLERE REIFE,OHNE ABSCHLUSS,OHNE ABSCHLUSS,LEHRE,KEIN ABSCHLUSS,KEIN ABSCHLUSS,800,9,28,weiblich
1414,1993,NEBENHER BERUFSTAE.,,0,ja,158,65,HOCHSCHULREIFE,MITTLERE REIFE,MITTLERE REIFE,KEIN ABSCHLUSS,"MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",800,10,21,weiblich
1816,1947,NICHT ERWERBSTAETIG,,4,nein,172,67,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",ANDERER ABSCHLUSS,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,,8,67,weiblich
989,1943,NICHT ERWERBSTAETIG,,1,ja,172,120,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KEIN ABSCHLUSS,KEIN ABSCHLUSS,,9,71,männlich
3351,1944,NICHT ERWERBSTAETIG,,2,ja,178,80,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,HOCHSCHULABSCHLUSS,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",745,10,70,männlich
1460,1987,NICHT ERWERBSTAETIG,,3,nein,178,112,MITTLERE REIFE,HOCHSCHULREIFE,HOCHSCHULREIFE,LEHRE,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,827,5,27,männlich
1664,1970,HAUPTBERUFL.GANZTAGS,65,1,nein,184,96,MITTLERE REIFE,MITTLERE REIFE,MITTLERE REIFE,FACHHOCHSCHULABSCHL.,"MEISTER, TECHNIKER","MEISTER, TECHNIKER",1500,7,44,männlich
2794,1961,HAUPTBERUFL.GANZTAGS,45,1,nein,180,73,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,FACHHOCHSCHULABSCHL.,KAUFMAENNISCHE LEHRE,3100,8,53,männlich
3220,1956,HAUPTBERUFL.GANZTAGS,42,5,nein,172,58,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE",KEIN ABSCHLUSS,1300,9,58,weiblich
3238,1990,NICHT ERWERBSTAETIG,,0,nein,179,63,HOCHSCHULREIFE,MITTLERE REIFE,MITTLERE REIFE,KEIN ABSCHLUSS,"MEISTER, TECHNIKER",FACHHOCHSCHULABSCHL.,,9,24,weiblich
43,1967,NICHT ERWERBSTAETIG,,,nein,174,82,HOCHSCHULREIFE,MITTLERE REIFE,MITTLERE REIFE,"MEISTER, TECHNIKER","MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,,9,47,männlich
417,1964,HAUPTBERUFL.GANZTAGS,30,1,nein,178,93,"VOLKS-,HAUPTSCHULE",,"VOLKS-,HAUPTSCHULE",LEHRE,,,,7,50,männlich
2877,1983,NICHT ERWERBSTAETIG,,5,nein,182,96,HOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULREIFE,KEIN ABSCHLUSS,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,,8,31,männlich
2184,1945,NICHT ERWERBSTAETIG,,0,nein,164,70,MITTLERE REIFE,,"VOLKS-,HAUPTSCHULE",HOCHSCHULABSCHLUSS,,KEIN ABSCHLUSS,1500,7,69,männlich
3140,1962,HAUPTBERUFL.GANZTAGS,38,2,ja,173,55,HOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,HOCHSCHULABSCHLUSS,2037,7,52,weiblich
2379,1949,HAUPTBERUFL.GANZTAGS,38,0,nein,174,65,FACHHOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"MEISTER, TECHNIKER",KAUFMAENNISCHE LEHRE,2200,8,65,männlich
2673,1990,HAUPTBERUFL.GANZTAGS,42,1,ja,190,88,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE",MITTLERE REIFE,LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",1000,5,24,männlich
2576,1933,NICHT ERWERBSTAETIG,,3,ja,160,80,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,KAUFMAENNISCHE LEHRE,KAUFMAENNISCHE LEHRE,600,7,81,weiblich
2124,1970,NICHT ERWERBSTAETIG,,3,nein,163,64,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,"GEWERBL.,LANDW.LEHRE","GEWERBL.,LANDW.LEHRE",200,6,44,weiblich
2490,1960,HAUPTBERUFL.GANZTAGS,20,6,nein,186,110,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER","MEISTER, TECHNIKER","GEWERBL.,LANDW.LEHRE",1200,7,54,männlich
3088,1966,HAUPTBERUFL.HALBTAGS,20,0,nein,167,80,HOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULREIFE,HOCHSCHULABSCHLUSS,FACHHOCHSCHULABSCHL.,FACHHOCHSCHULABSCHL.,,6,48,weiblich
3030,1963,HAUPTBERUFL.GANZTAGS,40,10,nein,167,88,MITTLERE REIFE,,"VOLKS-,HAUPTSCHULE",FACHHOCHSCHULABSCHL.,,,3500,7,51,weiblich
1708,1962,HAUPTBERUFL.GANZTAGS,40,6,nein,180,68,HOCHSCHULREIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE","MEISTER, TECHNIKER",KEIN ABSCHLUSS,KEIN ABSCHLUSS,,9,52,männlich
3165,1952,HAUPTBERUFL.GANZTAGS,50,2,nein,170,67,MITTLERE REIFE,"VOLKS-,HAUPTSCHULE","VOLKS-,HAUPTSCHULE",LEHRE,,KEIN ABSCHLUSS,2250,7,62,weiblich
1225,1956,NEBENHER BERUFSTAE.,,4,nein,175,58,FACHHOCHSCHULREIFE,MITTLERE REIFE,MITTLERE REIFE,LEHRE,"GEWERBL.,LANDW.LEHRE",KAUFMAENNISCHE LEHRE,250,7,58,weiblich
